lineage,cell_line,gene_effect_score
other,OTHER_42,-0.27121919534100714
other,OTHER_43,-0.4487187904571608
other,OTHER_44,0.21165066402947838
other,OTHER_45,0.014188944714743995
other,OTHER_46,-0.07980064937619535
other,OTHER_47,-0.044460882538005224
other,OTHER_48,-0.2888448440215658
other,OTHER_49,0.13794977892839327
other,OTHER_50,-0.19853847542617492
other,OTHER_51,-0.26340957504517604
other,OTHER_52,-0.372076005707496
other,OTHER_53,-0.11448259266121524
other,OTHER_54,0.2846183530209806
other,OTHER_55,-0.3071772599823021
other,OTHER_56,0.14784529433525892
other,OTHER_57,0.10994615794950602
other,OTHER_58,-0.1177571919068215
other,OTHER_59,0.4656882873477286
other,OTHER_60,-0.4946684907656659
other,OTHER_61,-0.43410955688231423
other,OTHER_62,0.12067002557087475
other,OTHER_63,-0.07581014980994089
other,OTHER_64,0.043895875974105186
other,OTHER_65,-0.2046841825924139
other,OTHER_66,0.08955371807774237
other,OTHER_67,0.19730770793319494
other,OTHER_68,-0.44251961019214303
other,OTHER_69,0.08751407736930708
other,OTHER_70,-0.10128307967388499
other,OTHER_71,-0.2417910065848666
other,OTHER_72,-0.16229999783303428
other,OTHER_73,-0.05322363575856565
other,OTHER_74,0.1859327941397401
other,OTHER_75,0.17624135737989796
other,OTHER_76,-0.3346614562738086
other,OTHER_77,-0.25094309113493407
other,OTHER_78,0.268118241957946
other,OTHER_79,-0.46470859212215976
other,OTHER_80,-0.32700732205112026
other,OTHER_81,-0.1526655877308652
other,OTHER_82,-0.22561268295879292
other,OTHER_83,-0.4393859091211717
other,OTHER_84,0.17493802562384161
other,OTHER_85,0.4507851413337577
other,OTHER_86,-0.424613368949198
other,OTHER_87,-0.2595723009253827
other,OTHER_88,-0.49400963737769077
other,OTHER_89,0.05070077649256782
other,OTHER_90,-0.24651249604953582
other,OTHER_91,-0.29181400121298967
other,OTHER_92,0.03647076347021036
other,OTHER_93,-0.383361632595977
other,OTHER_94,-0.08016374108797691
other,OTHER_95,-0.4183469639105717
other,OTHER_96,0.31509419728198307
other,OTHER_97,0.25694278393998027
other,OTHER_98,-0.18604919580317542
other,OTHER_99,-0.5607845667878949
other,OTHER_100,-0.1080290191451541
other,OTHER_101,0.041118328002252236
other,OTHER_102,-0.1651041600546283
other,OTHER_103,-0.3864945763100093
other,OTHER_104,0.04191804698021925
other,OTHER_105,-0.24473475868013592
other,OTHER_106,0.20345677050379615
other,OTHER_107,-0.22947007627011257
other,OTHER_108,0.08017318447157404
other,OTHER_109,-0.10242128783467061
other,OTHER_110,0.07459703107603524
other,OTHER_111,-0.3223948706686352
other,OTHER_112,-0.2506198782413659
other,OTHER_113,-0.2049775752796738
other,OTHER_114,-0.17852439307886148
other,OTHER_115,-0.12895213583781334
other,OTHER_116,-0.24263026579412322
other,OTHER_117,-0.27594131197372085
other,OTHER_118,0.032018728894779164
other,OTHER_119,-0.026704516282805735
other,OTHER_120,0.2161811518552503
other,OTHER_121,-0.17364086873440943
other,OTHER_122,0.2618045875116224
other,OTHER_123,-0.14889538171048533
other,OTHER_124,-0.9423161323673332
other,OTHER_125,-0.29856255078968874
other,OTHER_126,-0.2153400197930884
other,OTHER_127,-0.1410387634713856
other,OTHER_128,-0.5160616359223882
other,OTHER_129,0.2470206973421253
other,OTHER_130,0.28493029832226835
other,OTHER_131,-0.3560206195325176
other,OTHER_132,0.15257183734722932
other,OTHER_133,-0.453672431242761
other,OTHER_134,0.35822823724765795
other,OTHER_135,-0.28562263564661794
other,OTHER_136,0.3469412265857367
other,OTHER_137,0.23639634354468317
other,OTHER_138,-0.268957766369886
other,OTHER_139,0.16324279569618463
other,OTHER_140,-0.6423420400588781
other,OTHER_141,-0.048334654311238824
other,OTHER_142,-0.4920379389276607
other,OTHER_143,0.09416352587253984
other,OTHER_144,-0.28024642916543874
other,OTHER_145,0.068119217082619
other,OTHER_146,-0.5434871456090512
other,OTHER_147,0.30889558776353776
other,OTHER_148,-0.014423959978836484
other,OTHER_149,-0.01790215414641594
other,OTHER_150,-0.13129650724416939
other,OTHER_151,-0.1898990024577743
other,OTHER_152,0.13803636309202078
other,OTHER_153,0.07406710751528536
other,OTHER_154,0.22355678491119838
other,OTHER_155,-0.1861692461687857
other,OTHER_156,-0.2952289727870617
other,OTHER_157,-0.17407600113574817
other,OTHER_158,0.4639055420099649
other,OTHER_159,-0.08547392751093992
other,OTHER_160,-0.023164542821729722
other,OTHER_161,0.2337187633696646
other,OTHER_162,0.47454574891917756
other,OTHER_163,-0.39498947190610556
other,OTHER_164,-0.1765932634180919
other,OTHER_165,0.06882854399142546
other,OTHER_166,-0.4819366827476784
other,OTHER_167,-0.22353243154208607
other,OTHER_168,-0.2109440337371959
other,OTHER_169,0.072746120046918
other,OTHER_170,-0.01820280916638628
other,OTHER_171,-0.3238216172816879
other,OTHER_172,-0.06652095411228331
other,OTHER_173,-0.5239645903431113
other,OTHER_174,-0.296973486648728
other,OTHER_175,-0.5318623189596486
other,OTHER_176,-0.5131492165905706
other,OTHER_177,-0.7121446220255068
other,OTHER_178,0.37413393758506885
other,OTHER_179,-0.09528496145720733
other,OTHER_180,-0.015027100110446334
other,OTHER_181,0.026366643956737962
other,OTHER_182,-0.43619361286809855
other,OTHER_183,-0.4462418052225745
other,OTHER_184,-0.013946324760325951
other,OTHER_185,-0.18219358350119583
other,OTHER_186,0.07923932493160862
other,OTHER_187,-0.14745536078289734
other,OTHER_188,0.2865081004667155
other,OTHER_189,0.008921440038138342
other,OTHER_190,-0.25464842619905664
other,OTHER_191,0.03526128533208575
other,OTHER_192,0.31028548484679885
other,OTHER_193,-0.1416715018736783
other,OTHER_194,-0.2868726083053351
other,OTHER_195,-0.00577682682511621
other,OTHER_196,0.06318655403559253
other,OTHER_197,-0.33807396463026484
other,OTHER_198,0.05969563692781085
other,OTHER_199,-0.5070649266019837
other,OTHER_200,-0.15114996031696906
other,OTHER_201,-0.4813601203958431
other,OTHER_202,0.6041317035949341
other,OTHER_203,-0.7926237376306327
other,OTHER_204,0.09020655377779346
other,OTHER_205,0.3747136623257915
other,OTHER_206,0.046217980953827564
other,OTHER_207,-0.12516938215664278
other,OTHER_208,-0.21062922825882366
other,OTHER_209,-0.09611626067846964
other,OTHER_210,-0.5332097980183196
other,OTHER_211,-0.19288394123082245
other,OTHER_212,-0.755471365646886
other,OTHER_213,-0.1590419062412814
other,OTHER_214,-0.496372352651415
other,OTHER_215,-0.12384905873071442
other,OTHER_216,-0.3003531311531324
other,OTHER_217,-0.18536034698546672
other,OTHER_218,0.4668262447697915
other,OTHER_219,-0.15559350525428214
other,OTHER_220,-0.0003636992016791962
other,OTHER_221,0.22597346608291682
other,OTHER_222,-0.39840780670287623
other,OTHER_223,-0.06974531234219906
other,OTHER_224,0.45996393256358337
other,OTHER_225,0.33134740241234595
other,OTHER_226,0.1277877847031921
other,OTHER_227,-0.21560894383193194
other,OTHER_228,-0.7081512723562862
other,OTHER_229,0.2840171432670193
other,OTHER_230,0.23282719061170856
other,OTHER_231,0.31702749629121596
other,OTHER_232,-0.11448174020433789
other,OTHER_233,-0.3757846868726127
other,OTHER_234,0.10519334094684354
other,OTHER_235,0.8056570457103626
other,OTHER_236,0.0034242723514274764
other,OTHER_237,0.31561100320219737
other,OTHER_238,-0.7717225618968362
other,OTHER_239,-0.33356401119776136
other,OTHER_240,0.1458332728629387
other,OTHER_241,-0.4686897930720022
other,OTHER_242,-0.13902494742380425
other,OTHER_243,-0.3589401708053286
other,OTHER_244,0.062458586764168655
other,OTHER_245,-0.22644118853054024
other,OTHER_246,-0.28991700574385715
other,OTHER_247,-0.26778046565308566
other,OTHER_248,-0.6231169624462858
other,OTHER_249,-0.019704586589994577
other,OTHER_250,-0.03675316659081963
other,OTHER_251,-0.24186537675954403
other,OTHER_252,-0.5437331910113348
other,OTHER_253,-0.3960356284603871
other,OTHER_254,0.4173938490946367
other,OTHER_255,0.21719634222749248
other,OTHER_256,-0.10952704885654341
other,OTHER_257,0.17516269178755825
other,OTHER_258,0.0032474204017129693
other,OTHER_259,-0.2967930884565292
other,OTHER_260,-0.07617337582320918
other,OTHER_261,-0.15757386646883234
other,OTHER_262,-0.23078322622886313
other,OTHER_263,-0.09275743989860612
other,OTHER_264,-0.5666959892463249
other,OTHER_265,-0.10039764315696752
other,OTHER_266,-0.47976213686701985
other,OTHER_267,0.06602877156280157
other,OTHER_268,0.15172962326954562
other,OTHER_269,-0.48182625503787413
other,OTHER_270,-0.11258163490087136
other,OTHER_271,-0.36408215160910795
other,OTHER_272,-0.21045232567376249
other,OTHER_273,0.22699239426723364
other,OTHER_274,0.570315540218403
other,OTHER_275,0.159325121342389
other,OTHER_276,-0.26851658572400416
other,OTHER_277,-0.24859821069902321
other,OTHER_278,0.23137759393827365
other,OTHER_279,0.6155158962255189
other,OTHER_280,-0.1040486376311881
other,OTHER_281,-0.6252466438725194
other,OTHER_282,-0.011116632242656105
other,OTHER_283,-0.4960604911007257
other,OTHER_284,-0.14530262676463274
other,OTHER_285,-0.5646877970417142
other,OTHER_286,0.5210043390192424
other,OTHER_287,-0.5107656449836457
other,OTHER_288,0.2475332980808936
other,OTHER_289,-0.30465280811565015
other,OTHER_290,0.34372520606436696
other,OTHER_291,-0.5034014669028631
other,OTHER_292,0.2816972704146614
other,OTHER_293,-0.6356760672007091
other,OTHER_294,-0.1009933867020274
other,OTHER_295,0.05826629963073959
other,OTHER_296,-0.6575271048615071
other,OTHER_297,0.0708606668285098
other,OTHER_298,-0.3214080364892916
other,OTHER_299,-0.8483168146201048
other,OTHER_300,0.10830746091795404
other,OTHER_301,-0.14128040563187833
other,OTHER_302,-0.013670486413382796
other,OTHER_303,0.20590920735800564
other,OTHER_304,0.13948169017610998
other,OTHER_305,-0.06577610188824748
other,OTHER_306,0.10627290178782856
other,OTHER_307,-0.5079162015852894
other,OTHER_308,-0.0028035369747690525
other,OTHER_309,-0.4684580204216384
other,OTHER_310,-0.016149020348168647
other,OTHER_311,-0.2776252751867356
other,OTHER_312,0.0010005129801588103
other,OTHER_313,-0.22715040018533733
other,OTHER_314,0.17008357481449451
other,OTHER_315,-0.023900880397477897
other,OTHER_316,-0.24924622267326563
other,OTHER_317,0.09176280872697382
other,OTHER_318,-0.4345231050289323
other,OTHER_319,0.12660718643074334
other,OTHER_320,0.02388182062235769
other,OTHER_321,0.05996603185139496
other,OTHER_322,-0.33414509402233916
other,OTHER_323,0.19872942691123366
other,OTHER_324,-0.3991061445185786
other,OTHER_325,-0.33996133868036527
other,OTHER_326,-0.09842855966117256
other,OTHER_327,0.19984308271742565
other,OTHER_328,-0.6216159354802705
other,OTHER_329,0.01584617213217615
other,OTHER_330,-0.18533240490944908
other,OTHER_331,-0.13375829143204615
other,OTHER_332,-0.43188175031714826
other,OTHER_333,0.1863750747249648
other,OTHER_334,0.19093437151767248
other,OTHER_335,0.41086716042282057
other,OTHER_336,-0.33277949987490596
other,OTHER_337,0.1450034391652161
other,OTHER_338,0.285598779544454
other,OTHER_339,-0.6662104506097831
other,OTHER_340,0.005760373366925267
other,OTHER_341,-0.41454834924065787
other,OTHER_342,0.24767861589245524
other,OTHER_343,-0.2847731471448145
other,OTHER_344,-0.06423396811130397
other,OTHER_345,-0.09621009698751895
other,OTHER_346,-0.2735879066321255
other,OTHER_347,-0.24747064561445034
other,OTHER_348,0.08242141910934705
other,OTHER_349,0.07791139693661467
other,OTHER_350,-0.6320210252378518
other,OTHER_351,0.7195488394870697
other,OTHER_352,-0.30688340295629374
other,OTHER_353,-0.07169592668557277
other,OTHER_354,-0.23334513253072905
other,OTHER_355,0.17528353206358524
other,OTHER_356,-0.39024769943483373
other,OTHER_357,0.015057507302547221
other,OTHER_358,-0.3651127346909895
other,OTHER_359,0.14323577913546262
other,OTHER_360,-0.02826606673733789
other,OTHER_361,0.6040587961025421
other,OTHER_362,-0.23029172912041512
other,OTHER_363,0.6328982857013967
other,OTHER_364,-0.16535584716201832
other,OTHER_365,0.004570531258652269
other,OTHER_366,-0.013453825834395056
other,OTHER_367,-0.2484122615943073
other,OTHER_368,-0.17621582160575755
other,OTHER_369,-0.43834828097807665
other,OTHER_370,-0.34519607864780544
other,OTHER_371,-0.48150513715509247
other,OTHER_372,0.27643044169199504
other,OTHER_373,-0.13993122644958278
other,OTHER_374,0.0916105089984523
other,OTHER_375,0.08549358933729118
other,OTHER_376,0.20832896896267847
other,OTHER_377,-0.3090206377277278
other,OTHER_378,0.09266954830906213
other,OTHER_379,-0.2069925640566252
other,OTHER_380,-0.3032502304267851
other,OTHER_381,-0.13940020592807878
other,OTHER_382,-0.11914779812227923
other,OTHER_383,-0.00851588629148474
other,OTHER_384,-0.2204370542382557
other,OTHER_385,-0.19872691008683424
other,OTHER_386,0.15046659840311602
other,OTHER_387,-0.4232594715418546
other,OTHER_388,0.21099141706630806
other,OTHER_389,0.052638854990230466
other,OTHER_390,-0.2680858002523979
other,OTHER_391,-0.4478502589151975
other,OTHER_392,0.4430132031280911
other,OTHER_393,-0.02751429531180774
other,OTHER_394,0.14678371252707287
other,OTHER_395,-0.03303779816269602
other,OTHER_396,-0.027211408345458987
other,OTHER_397,0.46557741887152015
other,OTHER_398,-0.22834935869057482
other,OTHER_399,-0.11731778792842497
other,OTHER_400,-0.6878971441084948
other,OTHER_401,-0.03958479137322011
other,OTHER_402,-0.2784741985018482
other,OTHER_403,-0.002670833091066291
other,OTHER_404,-0.2395618104880305
other,OTHER_405,-0.3277414376233294
other,OTHER_406,-0.3501931146357734
other,OTHER_407,0.17862230007158195
other,OTHER_408,-0.14088847670648574
other,OTHER_409,-0.03711067290499245
other,OTHER_410,0.13672709018872062
other,OTHER_411,-0.3149605865990045
other,OTHER_412,0.288413143778387
other,OTHER_413,0.15096869821727102
other,OTHER_414,-0.9635191264702592
other,OTHER_415,-0.6888693392170576
other,OTHER_416,-0.02231699525173665
other,OTHER_417,-0.016070091566716557
other,OTHER_418,0.024714906333452163
other,OTHER_419,-0.16045278206812166
other,OTHER_420,0.023982812498837783
other,OTHER_421,-0.06606292192401125
other,OTHER_422,-0.11472412912462294
other,OTHER_423,0.2586549664597193
other,OTHER_424,-0.041087568678895015
other,OTHER_425,-0.14618609397754584
other,OTHER_426,0.2766207190134986
other,OTHER_427,-0.5304837040578533
other,OTHER_428,-0.4560834322382342
other,OTHER_429,-0.3906873760285444
other,OTHER_430,-0.4020193795489564
other,OTHER_431,-1.2016138684143038
other,OTHER_432,0.0628251929791657
other,OTHER_433,-0.1565749142712512
other,OTHER_434,0.32132279431993227
other,OTHER_435,-0.26612374765319746
other,OTHER_436,-0.15238471739965617
other,OTHER_437,0.3396846795915264
other,OTHER_438,-0.10831050802803537
other,OTHER_439,0.35246603292470047
other,OTHER_440,-0.2886843241649805
other,OTHER_441,-0.33818002123881896
other,OTHER_442,-0.5292049632603815
other,OTHER_443,0.16861580208731833
other,OTHER_444,-0.6669209941362092
other,OTHER_445,-0.37028143469718555
other,OTHER_446,-0.02113086583134631
other,OTHER_447,0.19859946276892496
other,OTHER_448,0.17067179570282245
other,OTHER_449,-0.20434000030902633
other,OTHER_450,0.07614359963024525
other,OTHER_451,0.06037317545158721
other,OTHER_452,-0.18479174388970665
other,OTHER_453,0.10564539691424413
other,OTHER_454,-0.15152705922737908
other,OTHER_455,-0.4865463816860133
other,OTHER_456,0.22644221598387307
other,OTHER_457,-0.2500086668615665
other,OTHER_458,0.3037301354200448
other,OTHER_459,-0.04902328672171591
other,OTHER_460,-0.27106729882760905
other,OTHER_461,-0.3659467531197823
other,OTHER_462,-0.70857249797137
other,OTHER_463,0.09821924259635195
other,OTHER_464,-0.4033971654529992
other,OTHER_465,-0.03461394584278675
other,OTHER_466,0.1183307484334947
other,OTHER_467,-0.25251328465609274
other,OTHER_468,-0.6515021274072843
other,OTHER_469,-0.3086940216026349
other,OTHER_470,0.29112832269046673
other,OTHER_471,-0.18622663930544459
other,OTHER_472,-0.10638718780536005
other,OTHER_473,0.27038542042718083
other,OTHER_474,-0.17087733582018994
other,OTHER_475,-0.79455098989622
other,OTHER_476,0.09763990371248835
other,OTHER_477,-0.5170161003046919
other,OTHER_478,-0.1832055453870618
other,OTHER_479,-0.7870290664922825
other,OTHER_480,-0.40711496964398564
other,OTHER_481,-0.062117936989122186
other,OTHER_482,-0.8450362394285394
other,OTHER_483,-0.33220418980999405
other,OTHER_484,0.16243338157034284
other,OTHER_485,-0.09676067296908657
other,OTHER_486,-0.444565600970382
other,OTHER_487,-0.45113579742372556
other,OTHER_488,0.03051781749210289
other,OTHER_489,-0.7853087796712419
other,OTHER_490,0.2968828170992037
other,OTHER_491,-0.0970612044993979
other,OTHER_492,-0.029933880137781185
other,OTHER_493,0.011537031291777716
other,OTHER_494,0.34625798434627764
other,OTHER_495,0.30502715894716026
other,OTHER_496,0.04201169474670907
other,OTHER_497,-0.02883129742859998
other,OTHER_498,-0.04689232325201085
other,OTHER_499,0.13558538080832483
other,OTHER_500,0.12144806006006797
other,OTHER_501,-0.0058434588929638515
other,OTHER_502,-0.6140942354391857
other,OTHER_503,-0.2220847393758546
other,OTHER_504,0.198284110656223
other,OTHER_505,-0.5982618197487063
other,OTHER_506,0.07457632255021746
other,OTHER_507,-0.26988986674641624
other,OTHER_508,-0.12487320791308527
other,OTHER_509,-0.1706030613378889
other,OTHER_510,0.0827792412720787
other,OTHER_511,-0.08498769738845649
other,OTHER_512,-0.10175277348532868
other,OTHER_513,-0.18110734031746462
other,OTHER_514,0.23427414746430772
other,OTHER_515,-0.04629251902820858
other,OTHER_516,0.0728046744555528
other,OTHER_517,-0.14313203937096072
other,OTHER_518,-0.44317338558262453
other,OTHER_519,0.05059676092512291
other,OTHER_520,-0.1614462038401426
other,OTHER_521,0.00409739659851055
other,OTHER_522,-0.17170540456524488
other,OTHER_523,-0.17120356339903278
other,OTHER_524,0.0023673776205857394
other,OTHER_525,-0.2051891547874763
other,OTHER_526,0.1415480566482513
other,OTHER_527,-0.3469105013511332
other,OTHER_528,0.5207999165787752
other,OTHER_529,-0.5598416218926845
other,OTHER_530,-0.3509592205885358
other,OTHER_531,0.6254438880978456
other,OTHER_532,0.09411282106218555
other,OTHER_533,0.638781357523892
other,OTHER_534,0.23365204937270753
other,OTHER_535,-0.2397150143438636
other,OTHER_536,-0.36127627983493216
other,OTHER_537,-0.429511265510906
other,OTHER_538,-0.160551655908036
other,OTHER_539,-0.2034416613118757
other,OTHER_540,-0.4356033108071251
other,OTHER_541,-0.4148933950170315
other,OTHER_542,-0.26383193285019246
other,OTHER_543,-0.16127730338585677
other,OTHER_544,-0.6676355414051294
other,OTHER_545,0.25007832253733864
other,OTHER_546,-0.17168391531894137
other,OTHER_547,0.01860804991194999
other,OTHER_548,-0.4739177929913586
other,OTHER_549,-0.13641602919575047
other,OTHER_550,-0.14843950945750775
other,OTHER_551,0.11008986428947493
other,OTHER_552,-0.03676654803921445
other,OTHER_553,0.012578874542899188
other,OTHER_554,0.23024575405506922
other,OTHER_555,-0.6291688199025018
other,OTHER_556,-0.03938269732162123
other,OTHER_557,-0.19513596872714511
other,OTHER_558,-0.1784835011802302
other,OTHER_559,-0.47639558417825567
other,OTHER_560,0.09175372476117521
other,OTHER_561,0.0549411212162402
other,OTHER_562,-0.6241004170541713
other,OTHER_563,-0.0465738987244553
other,OTHER_564,-0.7174518521545508
other,OTHER_565,0.4526473669018819
other,OTHER_566,0.28156771557247295
other,OTHER_567,-0.4037684592675118
other,OTHER_568,0.3581623734528916
other,OTHER_569,-0.08327954333953907
other,OTHER_570,-0.3666921329883728
other,OTHER_571,0.016815354173180877
other,OTHER_572,0.011573560220925441
other,OTHER_573,-0.0878935482670784
other,OTHER_574,-0.31316191478924615
other,OTHER_575,-0.39894161886976753
other,OTHER_576,0.43462762777004915
other,OTHER_577,0.2988475234799447
other,OTHER_578,-0.16403993105039957
other,OTHER_579,-0.5018300145844883
other,OTHER_580,0.15084451130569362
other,OTHER_581,-0.3467584051397212
other,OTHER_582,-0.3371087387266149
other,OTHER_583,-0.19160834176523675
other,OTHER_584,-0.399613523990197
other,OTHER_585,-0.5814172205027868
other,OTHER_586,-0.21165699812887512
other,OTHER_587,-0.4108437562507281
other,OTHER_588,0.7170677773644032
other,OTHER_589,0.03815039155367422
other,OTHER_590,-0.8154444726558837
other,OTHER_591,-0.46794200441093725
other,OTHER_592,-0.49209214647778954
other,OTHER_593,-0.07053595041694245
other,OTHER_594,-0.3866793122811758
other,OTHER_595,-0.3444867159218593
other,OTHER_596,-0.8279581163136718
other,OTHER_597,0.193370325872029
other,OTHER_598,-0.3290658307857609
other,OTHER_599,-0.1875496687498903
other,OTHER_600,-0.06295969073783067
other,OTHER_601,-0.2789988869332618
other,OTHER_602,0.3045914584134817
other,OTHER_603,-0.4499428792412631
other,OTHER_604,-0.059879876724766586
other,OTHER_605,0.009885229760364461
other,OTHER_606,-0.028866598693247994
other,OTHER_607,-0.10057026636254554
other,OTHER_608,-0.02096012501416411
other,OTHER_609,-0.51651226654217
other,OTHER_610,0.2116493967289825
other,OTHER_611,-0.18962873053770019
other,OTHER_612,0.06581081187645318
other,OTHER_613,-0.548238679348007
other,OTHER_614,-0.23446694494024325
other,OTHER_615,-0.5559494374040724
other,OTHER_616,-0.2569459192882519
other,OTHER_617,-0.15923826036760283
other,OTHER_618,-0.15651586327572253
other,OTHER_619,-0.5349610309057061
other,OTHER_620,0.02542950038710598
other,OTHER_621,0.18645319492152904
other,OTHER_622,0.24211214260074085
other,OTHER_623,-0.18396601516394734
other,OTHER_624,0.08718690772039492
other,OTHER_625,0.2596251988448547
other,OTHER_626,-0.28207689820359605
other,OTHER_627,0.33037787836768406
other,OTHER_628,-0.026449667017062
other,OTHER_629,-0.10670706869830535
other,OTHER_630,0.31508980168256606
other,OTHER_631,-0.07555911150120331
other,OTHER_632,-0.13393157692259117
other,OTHER_633,-0.12658899366913917
other,OTHER_634,-0.08333446472424644
other,OTHER_635,-0.193229649045357
other,OTHER_636,-0.1128427490765438
other,OTHER_637,-0.17832018687619164
other,OTHER_638,0.1067226539465457
other,OTHER_639,-0.19881838123266843
other,OTHER_640,0.26014197836499386
other,OTHER_641,-0.26178631215823095
other,OTHER_642,0.0508677847233496
other,OTHER_643,0.05852027204713353
other,OTHER_644,0.35892574814452805
other,OTHER_645,0.11340793938903651
other,OTHER_646,0.24873781460859948
other,OTHER_647,-0.013038280286839607
other,OTHER_648,0.03616394776639034
other,OTHER_649,0.6151356902018945
other,OTHER_650,0.10712002611416788
other,OTHER_651,0.04108624932671365
other,OTHER_652,-0.25802764684786755
other,OTHER_653,-0.012971301668059279
other,OTHER_654,-0.14782874005146796
other,OTHER_655,-0.15885499355016242
other,OTHER_656,-0.08653110760301198
other,OTHER_657,-0.2721335965916946
other,OTHER_658,-0.7824559673449041
other,OTHER_659,-0.06569757469752419
other,OTHER_660,-0.33410594208824473
other,OTHER_661,0.00824609076673774
other,OTHER_662,-0.5601216132554164
other,OTHER_663,-0.11413605223984166
other,OTHER_664,-0.565457684469012
other,OTHER_665,-0.535244686022075
other,OTHER_666,-0.1255234538717872
other,OTHER_667,0.02892637708595644
other,OTHER_668,-0.23788478860672366
other,OTHER_669,0.12056155307391381
other,OTHER_670,-0.3804523694287343
other,OTHER_671,-0.17961541580237117
other,OTHER_672,-0.3522161225622491
other,OTHER_673,-0.23196651046980157
other,OTHER_674,-0.3462511932718577
other,OTHER_675,-0.10939315301580023
other,OTHER_676,-0.07565213093372018
other,OTHER_677,0.6332707413114897
other,OTHER_678,-0.1508661819401664
other,OTHER_679,-0.22746001455485165
other,OTHER_680,-0.047475328257872866
other,OTHER_681,-0.3226503852862377
other,OTHER_682,-0.10905426393862144
other,OTHER_683,-0.019960718336134026
other,OTHER_684,0.23845501895931712
other,OTHER_685,-0.08659306002887293
other,OTHER_686,-0.11513425190206716
other,OTHER_687,-0.42227317445571766
other,OTHER_688,0.09917406410535051
other,OTHER_689,-0.28255109736122924
other,OTHER_690,0.014491008608507383
other,OTHER_691,-0.41475148155731056
other,OTHER_692,-0.4827747966705457
other,OTHER_693,0.26538713080923104
other,OTHER_694,0.3776093482020153
other,OTHER_695,-0.302905565585023
other,OTHER_696,-0.5422649742136623
other,OTHER_697,0.17641159585564706
other,OTHER_698,0.4098982749893425
other,OTHER_699,0.4278841610088501
other,OTHER_700,0.06611232282081145
other,OTHER_701,0.07228613190942781
other,OTHER_702,0.09150914724128156
other,OTHER_703,0.017618447161786358
other,OTHER_704,-0.44550433435724734
other,OTHER_705,-0.22343496417101885
other,OTHER_706,0.203687404130126
other,OTHER_707,-0.014269170722911242
