lineage,cell_line,gene_effect_score
other,OTHER_32,0.05919159378107729
other,OTHER_33,0.00830357037867685
other,OTHER_34,0.1468003427436791
other,OTHER_35,0.23658117952384305
other,OTHER_36,-0.21754433534598322
other,OTHER_37,0.0015404393521351242
other,OTHER_38,0.33864682124921525
other,OTHER_39,-0.5434128236372927
other,OTHER_40,-0.4597740831029934
other,OTHER_41,-0.0343609296985966
other,OTHER_42,0.35925481127538134
other,OTHER_43,-0.328821910162178
other,OTHER_44,-0.14999682952596063
other,OTHER_45,-0.032351309232494095
other,OTHER_46,0.47680818970749134
other,OTHER_47,0.29473284204290784
other,OTHER_48,0.20128185322315495
other,OTHER_49,-0.2083055383663539
other,OTHER_50,-0.0409511295733712
other,OTHER_51,0.09096570555786011
other,OTHER_52,-0.3432398130385979
other,OTHER_53,0.08073472943713843
other,OTHER_54,-0.17538438022979758
other,OTHER_55,0.0782565209039685
other,OTHER_56,0.29782874341210047
other,OTHER_57,-0.3306995917530875
other,OTHER_58,-0.10725630952656778
other,OTHER_59,0.12257181941683197
other,OTHER_60,0.45451426288753644
other,OTHER_61,0.011253195493051274
other,OTHER_62,0.16346710233197442
other,OTHER_63,0.029184631279795745
other,OTHER_64,-0.3588703398502805
other,OTHER_65,-0.3333546939884666
other,OTHER_66,-0.07056186083117034
other,OTHER_67,0.10812617209186783
other,OTHER_68,-0.012855924299449407
other,OTHER_69,-0.703250605293145
other,OTHER_70,0.18760663655570498
other,OTHER_71,0.3423726967846183
other,OTHER_72,0.4025116960735961
other,OTHER_73,-0.7723571821726269
other,OTHER_74,-0.4317785126580282
other,OTHER_75,0.022539073580195815
other,OTHER_76,0.1540138140056111
other,OTHER_77,-0.23347770456740397
other,OTHER_78,-0.18317646562010975
other,OTHER_79,-0.6231846330369671
other,OTHER_80,-0.19476164819594327
other,OTHER_81,0.0704568360083065
other,OTHER_82,0.3137366587827435
other,OTHER_83,-0.20645544166527585
other,OTHER_84,-0.28485843364103475
other,OTHER_85,0.22802314148228808
other,OTHER_86,-0.17459845771771382
other,OTHER_87,-0.3784201713751361
other,OTHER_88,-0.17377787908912457
other,OTHER_89,-0.04348143086937849
other,OTHER_90,-0.08383501697351678
other,OTHER_91,0.29746913031101035
other,OTHER_92,-0.4422998946844533
other,OTHER_93,0.15485312980165278
other,OTHER_94,0.007615546004125187
other,OTHER_95,-0.20934194882547486
other,OTHER_96,0.06390732071791408
other,OTHER_97,-0.3386768498521544
other,OTHER_98,0.49030133729253594
other,OTHER_99,0.2634122894196277
other,OTHER_100,-0.35292929121116234
other,OTHER_101,0.13347252186985903
other,OTHER_102,-0.11033758928561109
other,OTHER_103,-0.5275692278367072
other,OTHER_104,0.19620202872028375
other,OTHER_105,-0.36806832261389605
other,OTHER_106,0.1870220250275616
other,OTHER_107,0.41197839392322644
other,OTHER_108,0.14553095946404948
other,OTHER_109,-0.07230320393890026
other,OTHER_110,-0.011617075299490943
other,OTHER_111,-0.38200156259358475
other,OTHER_112,0.2586279627121255
other,OTHER_113,0.14489032504679278
other,OTHER_114,-0.0249669731242921
other,OTHER_115,0.18205945341090368
other,OTHER_116,-0.1736070874587119
other,OTHER_117,-0.11971503835869443
other,OTHER_118,-0.6790246568621278
other,OTHER_119,-0.43684120905960055
other,OTHER_120,-0.16961468507949176
other,OTHER_121,0.08611056453262365
other,OTHER_122,0.23848075252597223
other,OTHER_123,-0.053712361647669384
other,OTHER_124,-0.16387856208565393
other,OTHER_125,0.008875142286968757
other,OTHER_126,0.012408053826464704
other,OTHER_127,-0.0022601403832199496
other,OTHER_128,-0.2708556364502058
other,OTHER_129,-0.5099239204123236
other,OTHER_130,-0.13186769839405868
other,OTHER_131,0.1231602506112165
other,OTHER_132,-0.12911420422717043
other,OTHER_133,-0.5851979480192607
other,OTHER_134,-0.18458527809212322
other,OTHER_135,0.07696702543928112
other,OTHER_136,0.06339765620498455
other,OTHER_137,-0.12389539432829752
other,OTHER_138,0.12440230532569692
other,OTHER_139,0.016104311047708444
other,OTHER_140,-0.11371452471619456
other,OTHER_141,-0.5246259366379595
other,OTHER_142,-0.11225011929522702
other,OTHER_143,0.17356699363703731
other,OTHER_144,0.09545297257798692
other,OTHER_145,-0.22470464447738864
other,OTHER_146,-0.16497599401343382
other,OTHER_147,-0.05165812140901824
other,OTHER_148,0.17887497808507374
other,OTHER_149,0.030300383134867576
other,OTHER_150,-0.19454837336459474
other,OTHER_151,-0.04271323759375266
other,OTHER_152,-0.340235150721475
other,OTHER_153,-0.653797812409046
other,OTHER_154,0.13471909603857696
other,OTHER_155,-0.24154103962732798
other,OTHER_156,-0.5145494644841083
other,OTHER_157,-0.24327706958269008
other,OTHER_158,0.13692510001505098
other,OTHER_159,-0.4181566219853934
other,OTHER_160,-0.45051696130725566
other,OTHER_161,-0.3009420305257994
other,OTHER_162,-0.06272477083242108
other,OTHER_163,0.3457085803506037
other,OTHER_164,-0.40095405272719054
other,OTHER_165,0.22602031018096508
other,OTHER_166,-0.5263061914695546
other,OTHER_167,-0.3572968094363906
other,OTHER_168,0.3109175037909977
other,OTHER_169,-0.3799699477077536
other,OTHER_170,-0.1959692862836781
other,OTHER_171,-0.32120702420047537
other,OTHER_172,0.06609834756420309
other,OTHER_173,-0.18706426442251178
other,OTHER_174,0.5016170432582334
other,OTHER_175,-0.17837171707807736
other,OTHER_176,-0.4125531817681638
other,OTHER_177,0.00424976095724864
other,OTHER_178,-0.46614590191367167
other,OTHER_179,0.24670647724580919
other,OTHER_180,-0.4655385397059935
other,OTHER_181,-0.15741667878690374
other,OTHER_182,-0.5186884127204678
other,OTHER_183,0.11496695548146581
other,OTHER_184,0.12294850201603565
other,OTHER_185,-0.5296356420949501
other,OTHER_186,0.11003948202692183
other,OTHER_187,-0.12122420804621079
other,OTHER_188,-0.4327689329124288
other,OTHER_189,-0.6844902832934309
other,OTHER_190,0.29830309299558005
other,OTHER_191,-0.42751135721821965
other,OTHER_192,0.1905541648588443
other,OTHER_193,-0.05078983533411399
other,OTHER_194,-0.32814822338110466
other,OTHER_195,-0.5290852097427812
other,OTHER_196,-0.7046907782352396
other,OTHER_197,0.043782596796049164
other,OTHER_198,-0.5129501684580775
other,OTHER_199,-0.08779604545583293
other,OTHER_200,-0.02923269617739521
other,OTHER_201,0.34942228799503694
other,OTHER_202,-0.28721617177568476
other,OTHER_203,-0.5769337829106431
other,OTHER_204,-0.34180088804828285
other,OTHER_205,-0.41359352269667005
other,OTHER_206,0.5646883718875669
other,OTHER_207,-0.40182287886166007
other,OTHER_208,-0.5202196049998159
other,OTHER_209,0.06254477827414226
other,OTHER_210,0.10007836492973411
other,OTHER_211,0.219078968747826
other,OTHER_212,-0.0813331223353975
other,OTHER_213,0.026397428653506458
other,OTHER_214,-0.25550532298111817
other,OTHER_215,-0.2226855121416697
other,OTHER_216,0.32223800694909105
other,OTHER_217,0.17560955980248533
other,OTHER_218,-0.08697588482210045
other,OTHER_219,-0.10730428631662908
other,OTHER_220,-0.15038044604881243
other,OTHER_221,0.01840221801658576
other,OTHER_222,-0.028572901962710288
other,OTHER_223,0.01667884721982961
other,OTHER_224,0.08078303156658727
other,OTHER_225,0.018296510484763773
other,OTHER_226,0.2842589857174697
other,OTHER_227,0.41579523219991166
other,OTHER_228,-0.3247953211912589
other,OTHER_229,-0.4827146267994249
other,OTHER_230,0.07481887574521646
other,OTHER_231,-0.05419144773594961
other,OTHER_232,-0.1288579652105239
other,OTHER_233,-0.22569289120768105
other,OTHER_234,-0.2792654862774909
other,OTHER_235,0.2167084238738074
other,OTHER_236,0.3292545477871109
other,OTHER_237,0.25709312368230275
other,OTHER_238,0.09084364188190187
other,OTHER_239,-0.3718804028383451
other,OTHER_240,-0.5712386340996106
other,OTHER_241,0.3774776115693945
other,OTHER_242,-0.05075628408458329
other,OTHER_243,0.03636216201909297
other,OTHER_244,-0.12556546591518525
other,OTHER_245,-0.15606466281033224
other,OTHER_246,-0.46887389656463374
other,OTHER_247,0.0978621528030086
other,OTHER_248,0.3595450131845587
other,OTHER_249,0.03672337162592654
other,OTHER_250,0.22395222955831096
other,OTHER_251,-0.2540890673002972
other,OTHER_252,0.1395367246432731
other,OTHER_253,-0.00474652502997467
other,OTHER_254,-0.3353982945562512
other,OTHER_255,0.028608274847703827
other,OTHER_256,-0.05125845986841821
other,OTHER_257,-0.09569658183124742
other,OTHER_258,-0.24883991666763072
other,OTHER_259,-0.0475986799338552
other,OTHER_260,0.5463121977428441
other,OTHER_261,-0.08786532498037686
other,OTHER_262,-0.2457733291237248
other,OTHER_263,-0.3316554506474572
other,OTHER_264,-0.2648045515291533
other,OTHER_265,-0.5039515123283064
other,OTHER_266,0.07223825386145157
other,OTHER_267,-0.3047708527449405
other,OTHER_268,0.0868886811454888
other,OTHER_269,-0.31060778645691967
other,OTHER_270,-0.2678182006075662
other,OTHER_271,-0.18174918732388023
other,OTHER_272,0.019212075085852542
other,OTHER_273,0.12906090223046296
other,OTHER_274,-0.46854008376477174
other,OTHER_275,-0.026133880204830692
other,OTHER_276,0.08215066895290503
other,OTHER_277,-0.019279409534140805
other,OTHER_278,0.055517415260331784
other,OTHER_279,-0.25071173804579344
other,OTHER_280,0.21535347104011443
other,OTHER_281,-0.3565317635071787
other,OTHER_282,-0.05368239885966594
other,OTHER_283,-0.11609156004474325
other,OTHER_284,-0.1051763294898744
other,OTHER_285,-0.05747771353819738
other,OTHER_286,-0.10896862095208926
other,OTHER_287,0.21587210616866642
other,OTHER_288,0.05120613303520444
other,OTHER_289,-0.15354680086372335
other,OTHER_290,0.054718198346035946
other,OTHER_291,0.24890243948409185
other,OTHER_292,-0.11815341879210223
other,OTHER_293,0.10897471750300831
other,OTHER_294,0.3854058452132995
other,OTHER_295,-0.322750702439627
other,OTHER_296,-0.2468047268721627
other,OTHER_297,-0.12971877195928413
other,OTHER_298,0.054269341986443495
other,OTHER_299,0.12469020201614121
other,OTHER_300,0.2525479716408891
other,OTHER_301,-0.3052084444164356
other,OTHER_302,0.05627313396466263
other,OTHER_303,-0.03264156192176833
other,OTHER_304,0.009483440790143412
other,OTHER_305,-0.03007044659832268
other,OTHER_306,0.019984394784211656
other,OTHER_307,-0.163373322466521
other,OTHER_308,-0.02214832996950386
other,OTHER_309,0.21654496792960787
other,OTHER_310,-0.5241538136916782
other,OTHER_311,0.18014001090388804
other,OTHER_312,-0.24886217628230178
other,OTHER_313,-0.0810757803478096
other,OTHER_314,-0.42838124384763004
other,OTHER_315,0.06917660552161162
other,OTHER_316,-0.0387060172831111
other,OTHER_317,-0.26603426132483865
other,OTHER_318,-0.14468476670762637
other,OTHER_319,-0.7442461355416624
other,OTHER_320,-0.4878687186285952
other,OTHER_321,-0.3375733825251054
other,OTHER_322,-0.15887315257658788
other,OTHER_323,-0.15230570385970443
other,OTHER_324,-0.3743637325057567
other,OTHER_325,-0.6771086296132786
other,OTHER_326,-0.7548577906584071
other,OTHER_327,-0.17512329798186926
other,OTHER_328,0.08131776143344586
other,OTHER_329,-0.07275564044927914
other,OTHER_330,-0.07953791495139065
other,OTHER_331,-0.15230725387810085
other,OTHER_332,-0.05717830094714168
other,OTHER_333,0.22190485790652337
other,OTHER_334,-0.3071991055163757
other,OTHER_335,-0.31101043956795693
other,OTHER_336,-0.3098021385393205
other,OTHER_337,0.2596285978677185
other,OTHER_338,-0.3800642275223835
other,OTHER_339,0.091784231132667
other,OTHER_340,-0.4317518024796016
other,OTHER_341,-0.079270989417434
other,OTHER_342,0.370631987891023
other,OTHER_343,-0.6456564690813362
other,OTHER_344,-0.09029611671262795
other,OTHER_345,0.025154476378264776
other,OTHER_346,-0.461261085515144
other,OTHER_347,0.15866316117367046
other,OTHER_348,0.08508873199464496
other,OTHER_349,-0.18614148497542887
other,OTHER_350,-0.37540030355455073
other,OTHER_351,0.08143789271492284
other,OTHER_352,-0.012733476624358565
other,OTHER_353,-0.2196311420250069
other,OTHER_354,-0.18458002958001607
other,OTHER_355,0.06417395207483802
other,OTHER_356,-0.08373230429280329
other,OTHER_357,0.21983084230689803
other,OTHER_358,0.019849918136438147
other,OTHER_359,-0.22899649602315464
other,OTHER_360,0.0936404168449922
other,OTHER_361,-0.40239810129299997
other,OTHER_362,-0.3928659092244582
other,OTHER_363,-0.23625336158784455
other,OTHER_364,-0.06517641785693298
other,OTHER_365,-0.32208439589114507
other,OTHER_366,-0.0458278626367325
other,OTHER_367,0.24158871422318784
other,OTHER_368,-0.0071140037128392675
other,OTHER_369,-0.6204126625978698
other,OTHER_370,0.5125763271999327
other,OTHER_371,-0.5174451597592258
other,OTHER_372,-0.20228547576653033
other,OTHER_373,-0.16380199052261096
other,OTHER_374,-0.32516234972078784
other,OTHER_375,-0.05210257875036223
other,OTHER_376,-0.031508225510181204
other,OTHER_377,0.04906683578660134
other,OTHER_378,0.5383752907069687
other,OTHER_379,-0.09285225435039021
other,OTHER_380,0.5181809376915518
other,OTHER_381,0.22592836627556134
other,OTHER_382,0.1591660849593599
other,OTHER_383,0.008959314596935643
other,OTHER_384,0.48790804723324116
other,OTHER_385,-0.4285413392880548
other,OTHER_386,-0.2545711412825106
other,OTHER_387,-0.22329620286590585
other,OTHER_388,0.8064107269560798
other,OTHER_389,0.1347063593317196
other,OTHER_390,-0.28715592712266497
other,OTHER_391,0.25681045396914126
other,OTHER_392,-0.3706055897870542
other,OTHER_393,0.1537229784226865
other,OTHER_394,-0.23566520693084597
other,OTHER_395,0.5780559418387009
other,OTHER_396,0.31465652321471155
other,OTHER_397,-0.6985289015499284
other,OTHER_398,0.03536164610509693
other,OTHER_399,-0.2377292615886496
other,OTHER_400,-0.4014132051394005
other,OTHER_401,-0.5108064057592003
other,OTHER_402,-0.19349120215459203
other,OTHER_403,-0.14167073283017484
other,OTHER_404,-0.12032315883083845
other,OTHER_405,-0.3622648429051436
other,OTHER_406,-0.42549400653752373
other,OTHER_407,-0.16724039377092642
other,OTHER_408,-0.5026846819098582
other,OTHER_409,0.1483864533870346
other,OTHER_410,0.05760104427363455
other,OTHER_411,0.47099278344871537
other,OTHER_412,-0.41392977761754496
other,OTHER_413,-0.2516195678836223
other,OTHER_414,0.3357046456911805
other,OTHER_415,-0.23869953271654293
other,OTHER_416,0.0844796835454006
other,OTHER_417,-0.5483867841826887
other,OTHER_418,-0.25279752458888705
other,OTHER_419,0.17301390491397156
other,OTHER_420,0.0669104734592084
other,OTHER_421,0.2859962444753064
other,OTHER_422,-0.143059204212216
other,OTHER_423,0.7407772873489145
other,OTHER_424,0.13538243943310863
other,OTHER_425,0.25739608032573896
other,OTHER_426,-0.28445832935555027
other,OTHER_427,-0.21621348407216517
other,OTHER_428,0.2545542724223711
other,OTHER_429,-0.1426117601468243
other,OTHER_430,0.1326149211100346
other,OTHER_431,0.5419539225135477
other,OTHER_432,0.18435157121189538
other,OTHER_433,-0.12491532678215458
other,OTHER_434,-0.2029324593808386
other,OTHER_435,-0.509379967043232
other,OTHER_436,-0.24476339473586023
other,OTHER_437,-0.22242198422969778
other,OTHER_438,-0.17595723309683103
other,OTHER_439,0.2589770063793309
other,OTHER_440,0.509723193581202
other,OTHER_441,-0.3140986128013988
other,OTHER_442,0.279201078674572
other,OTHER_443,0.19761257064578303
other,OTHER_444,0.3365839026711476
other,OTHER_445,-0.15333766252462855
other,OTHER_446,-0.22712965765629634
other,OTHER_447,0.024303028576426397
other,OTHER_448,0.09336017866749365
other,OTHER_449,0.5456222522939105
other,OTHER_450,-0.6202541412394461
other,OTHER_451,0.08438626529172023
other,OTHER_452,-0.3527802427660805
other,OTHER_453,0.2567296789913905
other,OTHER_454,-0.37078623663691634
other,OTHER_455,-0.25091195975131214
other,OTHER_456,-0.3733408749314034
other,OTHER_457,0.052523793717935946
other,OTHER_458,0.20847518311064317
other,OTHER_459,-0.07074754731698844
other,OTHER_460,-0.24353580036801442
other,OTHER_461,0.26308602138384324
other,OTHER_462,0.0038054234292358574
other,OTHER_463,-0.19687536478203338
other,OTHER_464,-0.333696806188432
other,OTHER_465,0.08441825333576335
other,OTHER_466,0.019595475180943747
other,OTHER_467,0.10458410342730996
other,OTHER_468,-0.2366131909462043
other,OTHER_469,0.2693702405473604
other,OTHER_470,0.16403545683630327
other,OTHER_471,0.15341015105243927
other,OTHER_472,-0.23527697018957172
other,OTHER_473,0.24067483814864277
other,OTHER_474,0.06282253060594328
other,OTHER_475,-0.042594481818799365
other,OTHER_476,-0.4538368205110035
other,OTHER_477,0.05715024465868335
other,OTHER_478,-0.6212817343084662
other,OTHER_479,0.36208766267802023
other,OTHER_480,0.13664223316865254
other,OTHER_481,0.1556195583570238
other,OTHER_482,-0.05071049463237958
other,OTHER_483,-0.119267243713819
other,OTHER_484,0.0794107579895501
other,OTHER_485,-0.22899056913894789
other,OTHER_486,0.461919864406006
other,OTHER_487,0.7043365919464986
other,OTHER_488,-0.2534098370493476
other,OTHER_489,-0.12846608980637703
other,OTHER_490,0.7662555662369345
other,OTHER_491,0.06350253983682136
other,OTHER_492,-0.257370846656579
other,OTHER_493,-0.42874521075667504
other,OTHER_494,-0.143240634368415
other,OTHER_495,0.028249487381528687
other,OTHER_496,0.16315810530639757
other,OTHER_497,-0.31624722986252984
other,OTHER_498,-0.21278032788163892
other,OTHER_499,-0.8196962886597848
other,OTHER_500,0.26513289909206866
other,OTHER_501,0.2672164207361766
other,OTHER_502,-0.3556401853232523
other,OTHER_503,0.34679762452471563
other,OTHER_504,0.4051503391919368
other,OTHER_505,0.22955953320214678
other,OTHER_506,0.4238016079482148
other,OTHER_507,0.2683146850393301
other,OTHER_508,-0.6205197377230077
other,OTHER_509,0.12473876257340281
other,OTHER_510,0.023545133480489838
other,OTHER_511,-0.2388170842048502
other,OTHER_512,0.08595548267810164
other,OTHER_513,-0.06240812772420819
other,OTHER_514,0.09800875783815279
other,OTHER_515,-0.05515130169178417
other,OTHER_516,0.048312940752970115
other,OTHER_517,-0.07465857032490836
other,OTHER_518,0.052526401835803066
other,OTHER_519,0.614933450483266
other,OTHER_520,0.0613017200627162
other,OTHER_521,0.0728655638019176
other,OTHER_522,-0.24242545293768564
other,OTHER_523,-0.054639276752612924
other,OTHER_524,-0.05087251760620533
other,OTHER_525,0.13279192412686053
other,OTHER_526,0.11728250554700363
other,OTHER_527,-0.03290849063849483
other,OTHER_528,-0.15164387064710683
other,OTHER_529,-0.2475378491767246
other,OTHER_530,-0.6284633511845378
other,OTHER_531,-0.5108092468949673
other,OTHER_532,-0.2399808209688618
other,OTHER_533,0.11738393757442982
other,OTHER_534,0.40123054763977367
other,OTHER_535,0.18713732804500993
other,OTHER_536,-0.138907347033018
other,OTHER_537,-0.3463239809282812
other,OTHER_538,-0.22127102703616452
other,OTHER_539,0.15370550717401565
other,OTHER_540,-0.0447078080470437
other,OTHER_541,-0.43693378025388224
other,OTHER_542,-0.06686925239581372
other,OTHER_543,0.05384097234725144
other,OTHER_544,0.9214283086737367
other,OTHER_545,-0.042732478267815364
other,OTHER_546,-0.29502589444818056
other,OTHER_547,-0.37834696863876216
other,OTHER_548,0.3378027562966679
other,OTHER_549,-0.1406532725464171
other,OTHER_550,0.23239207514378452
other,OTHER_551,-0.1200645287491124
other,OTHER_552,0.3055529980249909
other,OTHER_553,-0.10143810095090104
other,OTHER_554,-0.409051108951373
other,OTHER_555,0.20333570297487963
other,OTHER_556,-0.26819945849156634
other,OTHER_557,-0.6126661324547577
other,OTHER_558,0.7664066009771052
other,OTHER_559,-0.17352962397045196
other,OTHER_560,0.02722852060921188
other,OTHER_561,0.06065726179097443
other,OTHER_562,-0.08641935475785655
other,OTHER_563,-0.21808864453792887
other,OTHER_564,-0.32812487159180476
other,OTHER_565,-0.0267030487601486
other,OTHER_566,-0.10731221555507628
other,OTHER_567,-0.029340375894516244
other,OTHER_568,0.2844653773652762
other,OTHER_569,-0.21769928882786999
other,OTHER_570,-0.07007307519265796
other,OTHER_571,0.24944822268782535
other,OTHER_572,0.14789579946257103
other,OTHER_573,0.2787629923292708
other,OTHER_574,-0.14288348366018566
other,OTHER_575,-0.13111708092995375
other,OTHER_576,0.4928686508913604
other,OTHER_577,-0.14299931319972586
other,OTHER_578,-0.43318474555643716
other,OTHER_579,-0.1490580911044319
other,OTHER_580,0.05144735562387441
other,OTHER_581,0.23464582331104195
other,OTHER_582,0.21661083987349827
other,OTHER_583,0.4421378057022383
other,OTHER_584,0.12552888516391547
other,OTHER_585,-0.3143446816714513
other,OTHER_586,-0.44173539652216465
other,OTHER_587,0.11005834757057643
other,OTHER_588,-0.08270212563120767
other,OTHER_589,-0.44493185539698415
other,OTHER_590,-0.031008041915999287
other,OTHER_591,0.7455261983405049
other,OTHER_592,0.08086204618344771
other,OTHER_593,-0.2817334356754748
other,OTHER_594,0.10282333931151592
other,OTHER_595,0.130079244174943
other,OTHER_596,-0.1721963160355749
other,OTHER_597,0.3408722665378324
other,OTHER_598,0.038295448012218375
other,OTHER_599,0.19458733272792827
other,OTHER_600,0.0914160063748707
other,OTHER_601,-0.26583817962695705
other,OTHER_602,0.22887455098026505
other,OTHER_603,0.23085858698203715
other,OTHER_604,0.28224482877368123
other,OTHER_605,-0.04218935953756298
other,OTHER_606,-0.031599577630814585
other,OTHER_607,-0.05399637309757924
other,OTHER_608,0.08632313886592295
other,OTHER_609,-0.2391901836215003
other,OTHER_610,0.0026156058908772192
other,OTHER_611,-0.3390160126271311
other,OTHER_612,-0.3683592797535639
other,OTHER_613,-0.2923114420213538
other,OTHER_614,-0.17864798981651808
other,OTHER_615,0.3364320950090775
other,OTHER_616,0.30630952921173193
other,OTHER_617,-0.543872750142037
other,OTHER_618,-0.4088822546190615
other,OTHER_619,0.2726131681849322
other,OTHER_620,0.014794298743939255
other,OTHER_621,-0.0016403294350572015
other,OTHER_622,0.05873347092848033
other,OTHER_623,0.2912777097964647
other,OTHER_624,0.5366377212943091
other,OTHER_625,-0.22161323872762712
other,OTHER_626,-0.13382466434938928
other,OTHER_627,0.4292856022151264
other,OTHER_628,-0.18797335155820039
other,OTHER_629,-0.18032581475668708
other,OTHER_630,-0.181987656589646
other,OTHER_631,0.19511389082165298
other,OTHER_632,-0.17874980371567878
other,OTHER_633,0.18384594181233915
other,OTHER_634,0.14612981129524294
other,OTHER_635,-0.320751349797806
other,OTHER_636,-0.3311435359227355
other,OTHER_637,0.12148943876692432
other,OTHER_638,0.2549868535586968
other,OTHER_639,-0.07073667013970111
other,OTHER_640,-0.534580862863463
other,OTHER_641,-0.18090806302177959
other,OTHER_642,-0.20831821278039042
other,OTHER_643,-0.4605738183064299
other,OTHER_644,0.5992698257774327
other,OTHER_645,-0.55805695137817
other,OTHER_646,-0.2749847578120482
other,OTHER_647,-0.3707083968805053
other,OTHER_648,-0.23145306010473943
other,OTHER_649,-0.18332057417628417
other,OTHER_650,0.09427047719703034
other,OTHER_651,-0.21143349972167969
other,OTHER_652,-0.27487872069249847
other,OTHER_653,-0.1510221844200066
other,OTHER_654,0.4214839323721707
other,OTHER_655,0.029179863144346327
other,OTHER_656,0.40678864827460165
other,OTHER_657,0.4262683652844081
other,OTHER_658,0.1573377413205298
other,OTHER_659,-0.061527200846671716
other,OTHER_660,-0.38530058560176955
other,OTHER_661,-0.36402759977625815
other,OTHER_662,-0.18819993701531978
other,OTHER_663,0.06133702308798669
other,OTHER_664,-0.19900670024489997
other,OTHER_665,-0.10849707658239457
other,OTHER_666,-0.5352654685609308
other,OTHER_667,0.18012335965013965
other,OTHER_668,-0.507151461097427
other,OTHER_669,-0.12741101481571226
other,OTHER_670,-0.22977487352083098
other,OTHER_671,-0.30006158919692993
other,OTHER_672,0.1866414019936159
other,OTHER_673,-0.30472474534904387
other,OTHER_674,-0.12271768278493284
other,OTHER_675,0.46442475639936637
other,OTHER_676,0.3616531003585943
other,OTHER_677,0.07453864744551629
other,OTHER_678,0.18823210911592908
other,OTHER_679,-0.7042044590433897
other,OTHER_680,-0.26886439390627215
other,OTHER_681,-0.18446448922213277
other,OTHER_682,-0.22333616468288597
other,OTHER_683,0.43610383105629347
other,OTHER_684,-0.12608331048716115
other,OTHER_685,0.09433867591687377
other,OTHER_686,-0.6781004477550981
other,OTHER_687,-0.1812521023341877
other,OTHER_688,-0.6127717250787158
other,OTHER_689,0.1387766511911102
other,OTHER_690,0.03493588000810251
other,OTHER_691,0.31083619253625705
other,OTHER_692,-0.31349669037101413
other,OTHER_693,-0.19729885707213984
other,OTHER_694,-0.3398241815162101
other,OTHER_695,0.18654334308236803
other,OTHER_696,-0.10637041479334661
other,OTHER_697,0.42850012459105563
other,OTHER_698,-0.012128828412650061
other,OTHER_699,-0.7583449145621415
other,OTHER_700,0.4102822234933646
other,OTHER_701,-0.06219850182723472
other,OTHER_702,-0.11328180346652351
other,OTHER_703,-0.4322414415725382
other,OTHER_704,0.020220118898121933
other,OTHER_705,-0.25330079058826277
other,OTHER_706,-0.5158923254536031
other,OTHER_707,0.28540936563862734
other,OTHER_708,0.11461864460903258
other,OTHER_709,0.32001590870966046
other,OTHER_710,0.24679088110566033
