lineage,cell_line,gene_effect_score
other,OTHER_514,-1.4230705303876394
other,OTHER_515,-0.8279075412156629
other,OTHER_516,-1.238300705877089
other,OTHER_517,-1.030809971589622
other,OTHER_518,-1.221706549475326
other,OTHER_519,-1.3821680244029915
other,OTHER_520,-1.3207887640097666
other,OTHER_521,-0.585559782502474
other,OTHER_522,-0.9181668426467562
other,OTHER_523,-1.2454518653538944
other,OTHER_524,-0.6765782059398695
other,OTHER_525,-0.6680341332839024
other,OTHER_526,-0.9368395072959654
other,OTHER_527,-0.7975421793566775
other,OTHER_528,-1.2495058522245568
other,OTHER_529,-1.3405430947231645
other,OTHER_530,-0.6893180913583763
other,OTHER_531,-0.8533667514040312
other,OTHER_532,-1.1451783380732021
other,OTHER_533,-1.2982551239380171
other,OTHER_534,-1.1133230517456063
other,OTHER_535,-1.035779869844938
other,OTHER_536,-0.7853624612492556
other,OTHER_537,-0.7682315184027693
other,OTHER_538,-1.090342037884914
other,OTHER_539,-1.3434123758491399
other,OTHER_540,-1.0211669412575042
other,OTHER_541,-1.1085031963605496
other,OTHER_542,-1.000924657119505
other,OTHER_543,-1.3465421056739724
other,OTHER_544,-1.4997905041185295
other,OTHER_545,-0.9536374429795773
other,OTHER_546,-0.5828363242984723
other,OTHER_547,-1.5805469341734835
other,OTHER_548,-1.1072395997706488
other,OTHER_549,-0.6734475653684768
other,OTHER_550,-1.13191278849749
other,OTHER_551,-1.3418951246691306
other,OTHER_552,-0.9608836411145658
other,OTHER_553,-1.442871097632716
other,OTHER_554,-1.6839389247043801
other,OTHER_555,-1.205253147753417
other,OTHER_556,-1.208441573308212
other,OTHER_557,-1.1607834694685366
other,OTHER_558,-0.9267102014147958
other,OTHER_559,-0.8185202371035563
other,OTHER_560,-1.0187848352408346
other,OTHER_561,-1.3440344421238501
other,OTHER_562,-1.0107406836978547
other,OTHER_563,-0.9001571235533298
other,OTHER_564,-1.0731346475308305
other,OTHER_565,-1.1347105434538345
other,OTHER_566,-1.202499403233927
other,OTHER_567,-0.998899564053096
other,OTHER_568,-0.9461320588476497
other,OTHER_569,-1.36279434452252
other,OTHER_570,-0.6896074705961557
other,OTHER_571,-0.10456367652332577
other,OTHER_572,-1.2858715430408774
other,OTHER_573,-1.1682389628181487
other,OTHER_574,-0.8298766415746883
other,OTHER_575,-0.8587438769457392
other,OTHER_576,-1.2051239989024096
other,OTHER_577,-1.0178400225005158
other,OTHER_578,-0.9146032874277656
other,OTHER_579,-0.9191687171879133
other,OTHER_580,-1.0374863346971361
other,OTHER_581,-0.9876270220073191
other,OTHER_582,-1.1040062935209638
other,OTHER_583,-1.056165761479924
other,OTHER_584,-1.284001009688515
other,OTHER_585,-1.025480742150212
other,OTHER_586,-1.269412956362049
other,OTHER_587,-1.025817225642015
other,OTHER_588,-0.8380281884221545
other,OTHER_589,-1.0470844944244522
other,OTHER_590,-0.749739100190749
other,OTHER_591,-1.1738411880262969
other,OTHER_592,-0.5793268321402455
other,OTHER_593,-1.1237057729171736
other,OTHER_594,-1.0084545134263951
other,OTHER_595,-1.4253070195058952
other,OTHER_596,-1.4094887568569807
other,OTHER_597,-1.0700366679659654
other,OTHER_598,-1.441306096806691
other,OTHER_599,-1.219560340664748
other,OTHER_600,-1.072422902340154
other,OTHER_601,-1.3301892822092451
other,OTHER_602,-1.5260083399494224
other,OTHER_603,-1.0059754575471933
other,OTHER_604,-0.8402818045082832
other,OTHER_605,-1.210589728554562
other,OTHER_606,-1.0272524502849845
other,OTHER_607,-0.8410324075456186
other,OTHER_608,-1.5402042051895242
other,OTHER_609,-0.6717372495895448
other,OTHER_610,-0.7401934532201371
other,OTHER_611,-0.7531530721643882
other,OTHER_612,-0.8731102557820174
other,OTHER_613,-0.7645343654629123
other,OTHER_614,-0.7035152463087866
other,OTHER_615,-1.200678637492157
other,OTHER_616,-0.7850730083076372
other,OTHER_617,-1.1847752814669439
other,OTHER_618,-1.5455691837157524
other,OTHER_619,-1.0848055632285918
other,OTHER_620,-1.233269439405278
other,OTHER_621,-1.4478171430649762
other,OTHER_622,-1.2016824806849085
other,OTHER_623,-0.8895607479196049
other,OTHER_624,-1.2338134623745203
other,OTHER_625,-0.9892947431490056
other,OTHER_626,-1.3036325446365122
other,OTHER_627,-1.0115905938171645
other,OTHER_628,-0.9385228645864611
other,OTHER_629,-1.204936855105934
other,OTHER_630,-0.878210239238899
other,OTHER_631,-1.2147213192860171
other,OTHER_632,-1.2246678749327704
other,OTHER_633,-1.3102206470225304
other,OTHER_634,-1.2405444848104465
other,OTHER_635,-1.201398729900535
other,OTHER_636,-1.0270776861651096
other,OTHER_637,-1.2474235933081903
other,OTHER_638,-1.2233579107455932
other,OTHER_639,-1.5557727391038099
other,OTHER_640,-1.3954350674179006
other,OTHER_641,-1.010577716678047
other,OTHER_642,-0.8873387350655713
other,OTHER_643,-1.0196703079828848
other,OTHER_644,-0.9982726538611146
other,OTHER_645,-1.3171428619566043
other,OTHER_646,-1.3851626226286984
other,OTHER_647,-0.5272008637264429
other,OTHER_648,-1.0981314775956668
other,OTHER_649,-1.0826120888897357
other,OTHER_650,-1.2575127384096854
other,OTHER_651,-0.7781096973291319
other,OTHER_652,-1.0862295454410573
other,OTHER_653,-0.6291343837114698
other,OTHER_654,-1.1900277636268144
other,OTHER_655,-1.1515838504075386
other,OTHER_656,-1.5324366908305875
other,OTHER_657,-1.0900730679156785
other,OTHER_658,-1.5938426673725379
other,OTHER_659,-0.8367458374757477
other,OTHER_660,-1.1605957226414891
other,OTHER_661,-1.0820423050248333
other,OTHER_662,-1.0384615908363324
other,OTHER_663,-1.1907300197864497
other,OTHER_664,-0.4136591885727271
other,OTHER_665,-1.0200813809691698
other,OTHER_666,-1.224811176312007
other,OTHER_667,-1.9203191967499222
other,OTHER_668,-1.0227231255684706
other,OTHER_669,-0.7731603678239843
other,OTHER_670,-1.4393011028180154
other,OTHER_671,-1.0805684888595164
other,OTHER_672,-0.8907586690472579
other,OTHER_673,-0.8033579306928281
other,OTHER_674,-1.5601037746193613
other,OTHER_675,-1.4011117996715285
other,OTHER_676,-0.7261942778613653
other,OTHER_677,-1.4120697941374525
other,OTHER_678,-1.1805173045243773
other,OTHER_679,-0.8931143888732825
other,OTHER_680,-0.8731371767286247
other,OTHER_681,-0.995356942132749
other,OTHER_682,-1.0604952740640687
other,OTHER_683,-1.1288914955028864
other,OTHER_684,-1.194147926796263
other,OTHER_685,-0.7807030243190738
other,OTHER_686,-1.1213264740876803
other,OTHER_687,-1.2779447452645551
other,OTHER_688,-0.5855521118305972
other,OTHER_689,-1.1012513024345076
other,OTHER_690,-0.6422853485078521
other,OTHER_691,-1.2041983322275636
other,OTHER_692,-0.9938135467446156
other,OTHER_693,-0.8841437301887658
other,OTHER_694,-1.2240311685824772
other,OTHER_695,-0.7959675683885754
other,OTHER_696,-1.4473957454408055
other,OTHER_697,-0.7456315437900112
other,OTHER_698,-1.100408421558951
other,OTHER_699,-1.2167513266269698
other,OTHER_700,-0.8543739652821256
