lineage,cell_line,gene_effect_score
other,OTHER_27,-0.9189624152992469
other,OTHER_28,-0.6070266029127969
other,OTHER_29,-1.2718110709815786
other,OTHER_30,-1.2887906905150772
other,OTHER_31,-1.1079631923155704
other,OTHER_32,-0.7505417317850593
other,OTHER_33,-0.9800337944122134
other,OTHER_34,-1.0841971864984332
other,OTHER_35,-0.9413775347431786
other,OTHER_36,-1.1060910302313096
other,OTHER_37,-0.9542512129336668
other,OTHER_38,-1.0300711094028439
other,OTHER_39,-0.9365005379721058
other,OTHER_40,-0.876430794777707
other,OTHER_41,-0.9441540069187949
other,OTHER_42,-1.1723070944991816
other,OTHER_43,-0.7563945754240893
other,OTHER_44,-1.0790347542143357
other,OTHER_45,-1.1849907346722626
other,OTHER_46,-1.0392032542485363
other,OTHER_47,-1.3355275644270748
other,OTHER_48,-0.8287566026000233
other,OTHER_49,-0.5282171817102539
other,OTHER_50,-0.5699835994691203
other,OTHER_51,-1.19453400009135
other,OTHER_52,-0.7593760307301394
other,OTHER_53,-0.8475315311964927
other,OTHER_54,-0.8505705686934094
other,OTHER_55,-1.1131955113066054
other,OTHER_56,-0.8770256242978858
other,OTHER_57,-0.7445122804693667
other,OTHER_58,-0.946052546766694
other,OTHER_59,-0.903325939494747
other,OTHER_60,-0.7373737610623511
other,OTHER_61,-1.2675867106545395
other,OTHER_62,-1.1774858515201565
other,OTHER_63,-0.932043118408501
other,OTHER_64,-0.9801057627508775
other,OTHER_65,-1.0902207008021672
other,OTHER_66,-0.6996480561794738
other,OTHER_67,-0.857930469803859
other,OTHER_68,-1.113251261497513
other,OTHER_69,-0.8110576107968697
other,OTHER_70,-1.2827954357007674
other,OTHER_71,-1.0386366331709203
other,OTHER_72,-1.227474875733795
other,OTHER_73,-0.9525839589280178
other,OTHER_74,-0.8872289440222587
other,OTHER_75,-1.1233256234124809
other,OTHER_76,-1.1920877592285797
other,OTHER_77,-0.9249059332664482
other,OTHER_78,-0.924360548683792
other,OTHER_79,-0.8130033775608978
other,OTHER_80,-1.0540599523342113
other,OTHER_81,-0.7698329412549281
other,OTHER_82,-1.3638757018553385
other,OTHER_83,-0.8528683800602671
other,OTHER_84,-1.1258902191030489
other,OTHER_85,-1.2215082664522101
other,OTHER_86,-0.9563500904681885
other,OTHER_87,-1.0586112583763085
other,OTHER_88,-1.1537258640442802
other,OTHER_89,-1.0024757736241465
other,OTHER_90,-1.2907739862333278
other,OTHER_91,-1.0005391322828947
other,OTHER_92,-1.1002302466033271
other,OTHER_93,-1.1736473267352339
other,OTHER_94,-0.9911726060320258
other,OTHER_95,-1.0294608275504211
other,OTHER_96,-0.8947994008919151
other,OTHER_97,-1.7499927080044024
other,OTHER_98,-1.0252938890315055
other,OTHER_99,-1.132050548591561
other,OTHER_100,-0.790613258122697
other,OTHER_101,-1.05964155082524
other,OTHER_102,-1.1036229089481322
other,OTHER_103,-1.2749649284412419
other,OTHER_104,-0.6720948680302661
other,OTHER_105,-0.7975748729580485
other,OTHER_106,-1.213289388012137
other,OTHER_107,-1.0116094361030266
other,OTHER_108,-0.8034561709207536
other,OTHER_109,-0.9358379248125233
other,OTHER_110,-1.0488266565871027
other,OTHER_111,-1.3410963668620002
other,OTHER_112,-0.7288664011395013
other,OTHER_113,-1.1526230489795366
other,OTHER_114,-1.2924248008151022
other,OTHER_115,-0.8082879097871303
other,OTHER_116,-1.2025086483683287
other,OTHER_117,-1.0442274726019076
other,OTHER_118,-1.2195268537960484
other,OTHER_119,-1.4332504657661012
other,OTHER_120,-0.9028732621612474
other,OTHER_121,-0.945614272893153
other,OTHER_122,-1.1524522804644042
other,OTHER_123,-1.5111095557180922
other,OTHER_124,-1.3189781029825705
other,OTHER_125,-0.7630590846583513
other,OTHER_126,-1.0308572855866736
other,OTHER_127,-1.065414435411738
other,OTHER_128,-1.1790095152454243
other,OTHER_129,-1.1960902335990806
other,OTHER_130,-1.0001371116339626
other,OTHER_131,-0.962058401216505
other,OTHER_132,-0.962968942097872
other,OTHER_133,-1.0063054356357344
other,OTHER_134,-1.1098245114488785
other,OTHER_135,-1.0415434658465623
other,OTHER_136,-1.2777784902895608
other,OTHER_137,-0.911429160303776
other,OTHER_138,-0.6766027360193239
other,OTHER_139,-0.9347799209667799
other,OTHER_140,-1.0138779592019231
other,OTHER_141,-0.9461519439660393
other,OTHER_142,-1.0903974205724773
other,OTHER_143,-1.1349240056408019
other,OTHER_144,-1.1326561440690481
other,OTHER_145,-0.9926200427412631
other,OTHER_146,-1.5536102220426433
other,OTHER_147,-1.4010794428610434
other,OTHER_148,-0.8298237645874417
other,OTHER_149,-0.8067245147459638
other,OTHER_150,-0.984781236364216
other,OTHER_151,-1.1598572340898328
other,OTHER_152,-0.8434084236951646
other,OTHER_153,-1.0941428389484693
other,OTHER_154,-1.1571532472951995
other,OTHER_155,-1.08766075100699
other,OTHER_156,-0.6990359481192296
other,OTHER_157,-1.002127864925669
other,OTHER_158,-1.1818987978664723
other,OTHER_159,-0.9575737632014674
other,OTHER_160,-0.9670250128321354
other,OTHER_161,-1.081986324436918
other,OTHER_162,-1.2245633450565183
other,OTHER_163,-1.2413812978192038
other,OTHER_164,-1.042211704282522
other,OTHER_165,-0.876294034045469
other,OTHER_166,-0.758181102422282
other,OTHER_167,-0.8138664509531446
other,OTHER_168,-0.9272387211515062
other,OTHER_169,-0.8397393944991791
other,OTHER_170,-1.0549162864364394
other,OTHER_171,-1.416650037073223
other,OTHER_172,-1.003570264302249
other,OTHER_173,-0.9767397574936137
other,OTHER_174,-1.1347570094384183
other,OTHER_175,-0.9231431931073986
other,OTHER_176,-0.8697383160876244
other,OTHER_177,-1.0762261412947578
other,OTHER_178,-1.2081938864569288
other,OTHER_179,-1.3641783460777535
other,OTHER_180,-0.7349903871805796
other,OTHER_181,-1.3399557449342228
other,OTHER_182,-1.1417209547321936
other,OTHER_183,-0.9763138331560002
other,OTHER_184,-0.9030587003112993
other,OTHER_185,-1.0972562508600596
other,OTHER_186,-0.967225970471066
other,OTHER_187,-0.9917461217225714
other,OTHER_188,-1.17562335946359
other,OTHER_189,-1.1630430018440012
other,OTHER_190,-0.8058929310809736
other,OTHER_191,-0.8905653815321911
other,OTHER_192,-1.2446359655886003
other,OTHER_193,-1.3161014444644732
other,OTHER_194,-1.087249090784718
other,OTHER_195,-0.8977950938148372
other,OTHER_196,-1.217450451263629
other,OTHER_197,-0.939080628683622
other,OTHER_198,-1.1304861910340762
other,OTHER_199,-1.309504599135832
other,OTHER_200,-1.5072101274938488
other,OTHER_201,-0.8896152949612597
other,OTHER_202,-1.2884984735584126
other,OTHER_203,-1.2138532886261397
other,OTHER_204,-0.9655042193461544
other,OTHER_205,-1.1013415050013313
other,OTHER_206,-1.043039756841177
other,OTHER_207,-1.1154717932360696
other,OTHER_208,-0.9941535648755848
other,OTHER_209,-0.7758423879042167
other,OTHER_210,-1.0643866900752275
other,OTHER_211,-1.1801630872968365
other,OTHER_212,-1.2618117126288608
other,OTHER_213,-0.9352033649601563
other,OTHER_214,-1.1883800026201965
other,OTHER_215,-0.7675791403355778
other,OTHER_216,-1.2093945201518315
other,OTHER_217,-1.5429374918136127
other,OTHER_218,-1.2150876655089349
other,OTHER_219,-1.1271115298467957
other,OTHER_220,-1.2147556794630774
other,OTHER_221,-1.5001811437477077
other,OTHER_222,-1.2833487164557922
other,OTHER_223,-1.1483142155925756
other,OTHER_224,-1.5234679723201796
other,OTHER_225,-0.9872769438367985
other,OTHER_226,-0.8009261649556386
other,OTHER_227,-0.9504784296354307
other,OTHER_228,-0.888236939412931
other,OTHER_229,-1.266923507385888
other,OTHER_230,-1.3313896541142434
other,OTHER_231,-0.9139353460694624
other,OTHER_232,-1.1716960854037624
other,OTHER_233,-1.1939437385246623
other,OTHER_234,-1.178800546732247
other,OTHER_235,-1.3069250479294636
other,OTHER_236,-0.8499642189173429
other,OTHER_237,-1.4706833808751951
other,OTHER_238,-0.6856056178090357
other,OTHER_239,-1.1494111660178952
other,OTHER_240,-1.1005497115934664
other,OTHER_241,-1.113479684370811
other,OTHER_242,-0.8723546399157153
other,OTHER_243,-1.0476564192755864
other,OTHER_244,-0.8718806583916108
other,OTHER_245,-1.166518733400129
other,OTHER_246,-1.0929094314621162
other,OTHER_247,-1.0121817877637829
other,OTHER_248,-1.0744329813230016
other,OTHER_249,-0.8658313744029686
other,OTHER_250,-1.3222852883081482
other,OTHER_251,-0.6776848913497118
other,OTHER_252,-1.3213366251264536
other,OTHER_253,-1.0401578972948053
other,OTHER_254,-0.9328105095659183
other,OTHER_255,-1.0733203460285683
other,OTHER_256,-1.3289477704532795
other,OTHER_257,-0.8176008943150346
other,OTHER_258,-1.0537225153617686
other,OTHER_259,-1.0621195517517323
other,OTHER_260,-1.1518659740245507
other,OTHER_261,-1.2669834180313897
other,OTHER_262,-0.9652223701752563
other,OTHER_263,-0.89502206200437
other,OTHER_264,-1.2256309444537057
other,OTHER_265,-1.21987017750144
other,OTHER_266,-0.8995473381789298
other,OTHER_267,-1.0729090913840398
other,OTHER_268,-0.9228383403220147
other,OTHER_269,-1.3779299979596342
other,OTHER_270,-0.9388956104061041
other,OTHER_271,-1.5386494442448218
other,OTHER_272,-0.9479611159607639
other,OTHER_273,-0.5070407745338184
other,OTHER_274,-0.7238370820719429
other,OTHER_275,-0.9118795006038293
other,OTHER_276,-1.3428213813959669
other,OTHER_277,-0.9985754184071428
other,OTHER_278,-1.1392891448764875
other,OTHER_279,-0.9232091698201106
other,OTHER_280,-0.9714847156582233
other,OTHER_281,-0.8274839182112418
other,OTHER_282,-1.2153868246217971
other,OTHER_283,-1.0773606057234206
other,OTHER_284,-1.2068073942759516
other,OTHER_285,-0.9200574039735359
other,OTHER_286,-1.2381605998661378
other,OTHER_287,-0.8866786074245941
other,OTHER_288,-1.0573422520970848
other,OTHER_289,-1.0842856992260603
other,OTHER_290,-1.3404683790395708
other,OTHER_291,-1.1771725109154667
other,OTHER_292,-1.0347282855081144
other,OTHER_293,-1.0225134793469008
other,OTHER_294,-1.0220247994301708
other,OTHER_295,-1.1709078991134025
other,OTHER_296,-0.8258648718802544
other,OTHER_297,-1.2786591538096725
other,OTHER_298,-1.2201312379211045
other,OTHER_299,-1.091273383429274
other,OTHER_300,-0.7300160294208968
other,OTHER_301,-1.281608259943695
other,OTHER_302,-0.9078631065244693
other,OTHER_303,-0.9494133187733743
other,OTHER_304,-0.9850910433875794
other,OTHER_305,-1.0313089693719588
other,OTHER_306,-1.0587162287356706
other,OTHER_307,-1.0514127347856361
other,OTHER_308,-1.0275805852459596
other,OTHER_309,-0.8597157428248774
other,OTHER_310,-0.7143526681428478
other,OTHER_311,-1.162956444702204
other,OTHER_312,-0.762540209921876
other,OTHER_313,-0.8711353979221927
other,OTHER_314,-1.3445292230764097
other,OTHER_315,-1.2764623547891136
other,OTHER_316,-1.0527291981473257
other,OTHER_317,-1.0156735648383666
other,OTHER_318,-0.9575576507655948
other,OTHER_319,-0.9412964094694566
other,OTHER_320,-1.5186180357740189
other,OTHER_321,-1.2341731010417003
other,OTHER_322,-0.9579459255000456
other,OTHER_323,-1.0503426375585176
other,OTHER_324,-0.7650796608827316
other,OTHER_325,-0.9958016838568597
other,OTHER_326,-0.981580551913628
other,OTHER_327,-1.1192458514850634
other,OTHER_328,-1.2387460632371656
other,OTHER_329,-1.1294911190356947
other,OTHER_330,-1.0178450861734016
other,OTHER_331,-1.3596687850167988
other,OTHER_332,-0.9920554936417552
other,OTHER_333,-1.4993199493665963
other,OTHER_334,-1.0522216298812628
other,OTHER_335,-1.2603366772357807
other,OTHER_336,-1.0856110678433075
other,OTHER_337,-0.9465118699441386
other,OTHER_338,-1.3008760251110605
other,OTHER_339,-1.0928340664086877
other,OTHER_340,-0.9437949617734838
other,OTHER_341,-1.0499791355008672
other,OTHER_342,-0.9315094518302076
other,OTHER_343,-1.210667650637125
other,OTHER_344,-1.4349665242545486
other,OTHER_345,-1.3377493612073883
other,OTHER_346,-0.5390130977413146
other,OTHER_347,-1.1974879542642365
other,OTHER_348,-1.1832374941960704
other,OTHER_349,-0.8037743326816663
other,OTHER_350,-0.840530898751045
other,OTHER_351,-1.24292446177356
other,OTHER_352,-1.1436830916713716
other,OTHER_353,-0.9477248876569226
other,OTHER_354,-0.8071145175257529
other,OTHER_355,-0.9860789416092652
other,OTHER_356,-1.4409991080114215
other,OTHER_357,-1.2192493630047827
other,OTHER_358,-1.0632129427610975
other,OTHER_359,-0.843599601823964
other,OTHER_360,-1.2738074883163777
other,OTHER_361,-1.06148705403354
other,OTHER_362,-1.1259264490111625
other,OTHER_363,-0.7740688414209144
other,OTHER_364,-1.1661043527851753
other,OTHER_365,-1.1525383384427001
other,OTHER_366,-0.8783488200414149
other,OTHER_367,-0.8880938183448567
other,OTHER_368,-0.9407068000670517
other,OTHER_369,-1.2022707711664447
other,OTHER_370,-1.123146202200879
other,OTHER_371,-1.011333131211015
other,OTHER_372,-1.10913155636286
other,OTHER_373,-0.4879837860281002
other,OTHER_374,-1.1400900273176897
other,OTHER_375,-1.0455080938005923
other,OTHER_376,-1.1485074536385667
other,OTHER_377,-0.6486404106819045
other,OTHER_378,-1.226765655341379
other,OTHER_379,-1.2415975992101527
other,OTHER_380,-1.1128618740069225
other,OTHER_381,-1.3343610045392178
other,OTHER_382,-1.248258791711849
other,OTHER_383,-1.1112018708332192
other,OTHER_384,-0.9069427097558389
other,OTHER_385,-0.7392539950511274
other,OTHER_386,-0.8614115764679858
other,OTHER_387,-1.0691463271559078
other,OTHER_388,-1.1228471590949058
other,OTHER_389,-0.8277227484271639
other,OTHER_390,-0.9879160529931285
other,OTHER_391,-1.2885768812911917
other,OTHER_392,-0.9786222454412634
other,OTHER_393,-1.0431162001724852
other,OTHER_394,-0.9606441973810127
other,OTHER_395,-1.0544795015064456
other,OTHER_396,-1.4461152393353212
other,OTHER_397,-0.7868377049513294
other,OTHER_398,-0.9701516747940622
other,OTHER_399,-1.215401057135417
other,OTHER_400,-0.9739046456849828
other,OTHER_401,-1.0229614038240686
other,OTHER_402,-1.3498561212194449
other,OTHER_403,-0.8404824899306365
other,OTHER_404,-1.4019720286302022
other,OTHER_405,-1.1244987163201117
other,OTHER_406,-1.0494706442279345
other,OTHER_407,-0.9333077717110867
other,OTHER_408,-1.495282620523409
other,OTHER_409,-1.0393956725472295
other,OTHER_410,-1.1214090503822969
other,OTHER_411,-1.2087748788723849
other,OTHER_412,-0.9791901681157719
other,OTHER_413,-1.2239855755276121
other,OTHER_414,-1.1353520490542612
other,OTHER_415,-1.202232410949926
other,OTHER_416,-1.00629971707195
other,OTHER_417,-0.664544602788036
other,OTHER_418,-1.0458301843784534
other,OTHER_419,-0.9930332184322971
other,OTHER_420,-0.9544567049667585
other,OTHER_421,-1.1959991488951702
other,OTHER_422,-1.0633012774864692
other,OTHER_423,-1.074640394229549
other,OTHER_424,-1.0603316162044547
other,OTHER_425,-0.8218187067416842
other,OTHER_426,-0.852740244093769
other,OTHER_427,-0.8918174554773584
other,OTHER_428,-1.1017373254143117
other,OTHER_429,-1.0517171062889552
other,OTHER_430,-1.2391781285028312
other,OTHER_431,-1.0387507525579915
other,OTHER_432,-0.9363294964768863
other,OTHER_433,-0.8130517133694969
other,OTHER_434,-0.7709081778322375
other,OTHER_435,-1.236084084902886
other,OTHER_436,-0.7738425833686153
other,OTHER_437,-0.9469829747698167
other,OTHER_438,-0.9566179091026907
other,OTHER_439,-1.166531446993905
other,OTHER_440,-0.9704940094049802
other,OTHER_441,-0.7286761618457691
other,OTHER_442,-1.2774900969298184
other,OTHER_443,-1.4005947906173146
other,OTHER_444,-1.1088678082250365
other,OTHER_445,-1.0116734507560927
other,OTHER_446,-1.1407990095637384
other,OTHER_447,-1.0597471817074977
other,OTHER_448,-0.800161358966257
other,OTHER_449,-1.1911817333317143
other,OTHER_450,-0.9120452773667171
other,OTHER_451,-1.1451744846793248
other,OTHER_452,-1.1565539500103026
other,OTHER_453,-0.8228485132733241
other,OTHER_454,-1.0350461745039838
other,OTHER_455,-1.1109887666881588
other,OTHER_456,-1.4102091044824356
other,OTHER_457,-1.1088549986867027
other,OTHER_458,-0.9171010326870759
other,OTHER_459,-1.116944121258548
other,OTHER_460,-0.8211306418151395
other,OTHER_461,-0.9579576414800188
other,OTHER_462,-1.2135317850079832
other,OTHER_463,-1.3397032758553062
other,OTHER_464,-1.1462483584734193
other,OTHER_465,-1.2639118061418884
other,OTHER_466,-1.397352988835696
other,OTHER_467,-1.1524165970680817
other,OTHER_468,-1.5045113522298355
other,OTHER_469,-0.8312669956070532
other,OTHER_470,-0.9698801641898772
other,OTHER_471,-1.0948841797433513
other,OTHER_472,-0.9333809613352384
other,OTHER_473,-0.9236331270173852
other,OTHER_474,-1.046228376525776
other,OTHER_475,-1.102788790489958
other,OTHER_476,-1.1717442086275718
other,OTHER_477,-1.1551099361127368
other,OTHER_478,-0.6721406099530927
other,OTHER_479,-0.6497891865392986
other,OTHER_480,-1.280762818006427
other,OTHER_481,-1.2505476017139798
other,OTHER_482,-0.7579648397558457
other,OTHER_483,-1.020254999494979
other,OTHER_484,-0.7041775061416284
other,OTHER_485,-0.9075782932346443
other,OTHER_486,-0.7845687730592771
other,OTHER_487,-0.9027565882337616
other,OTHER_488,-0.7974993306332026
other,OTHER_489,-1.0106546260971228
other,OTHER_490,-0.7393431336728837
other,OTHER_491,-1.01981580729949
other,OTHER_492,-0.969173610523366
other,OTHER_493,-0.8666947354150993
other,OTHER_494,-1.1794598287274785
other,OTHER_495,-0.9902095272094947
other,OTHER_496,-1.2906098300043243
other,OTHER_497,-0.8359707865368337
other,OTHER_498,-1.3105933035851536
other,OTHER_499,-0.7399891726482895
other,OTHER_500,-1.03709031879121
other,OTHER_501,-0.9166051950079732
other,OTHER_502,-0.8962749175602333
other,OTHER_503,-1.2033603873976575
other,OTHER_504,-1.1368931687111035
other,OTHER_505,-0.9011034184476351
other,OTHER_506,-1.2663871409701648
other,OTHER_507,-1.1589915801074555
other,OTHER_508,-1.3596414659698977
other,OTHER_509,-0.9275467675760243
other,OTHER_510,-1.533546061516728
other,OTHER_511,-0.9916744677314773
other,OTHER_512,-1.193916629544277
other,OTHER_513,-1.1789523032909808
other,OTHER_514,-1.0851470417345517
other,OTHER_515,-1.1316023271222857
other,OTHER_516,-1.1206773304263524
other,OTHER_517,-1.3632752517150473
other,OTHER_518,-1.0248893537628854
other,OTHER_519,-0.5038382760619055
other,OTHER_520,-1.1518342767856096
other,OTHER_521,-0.734950539397323
other,OTHER_522,-1.0809792715858195
other,OTHER_523,-0.8959569686903157
other,OTHER_524,-1.196413925520572
other,OTHER_525,-1.1609823011863214
other,OTHER_526,-1.2152702016991135
other,OTHER_527,-1.1408922095426879
other,OTHER_528,-1.4648417784815035
other,OTHER_529,-1.5025657653891544
other,OTHER_530,-0.8273612583839527
other,OTHER_531,-1.2261658581713446
other,OTHER_532,-1.0236129043281619
other,OTHER_533,-1.1357833505686281
other,OTHER_534,-0.7954428903135826
other,OTHER_535,-1.1369384261948268
other,OTHER_536,-1.1882914387160337
other,OTHER_537,-0.6048072294945495
other,OTHER_538,-0.876834136755012
other,OTHER_539,-0.8484838185824605
other,OTHER_540,-0.9548830529743229
other,OTHER_541,-1.222302745074722
other,OTHER_542,-1.0609288210950327
other,OTHER_543,-1.0205294476251536
other,OTHER_544,-0.6711541860825019
other,OTHER_545,-1.3072123121014092
other,OTHER_546,-1.0279355693043037
other,OTHER_547,-0.850346202349095
other,OTHER_548,-0.8661704805319217
other,OTHER_549,-0.8159282498214425
other,OTHER_550,-1.522385561767896
other,OTHER_551,-0.8846622061451497
other,OTHER_552,-0.9260081213801923
other,OTHER_553,-0.8185283721116452
other,OTHER_554,-1.4040544830444168
other,OTHER_555,-0.9978598168586351
other,OTHER_556,-0.9632757039318078
other,OTHER_557,-0.8939911830467728
other,OTHER_558,-1.38143778130693
other,OTHER_559,-0.9153064275734917
other,OTHER_560,-1.1315231240149561
other,OTHER_561,-1.0928379045184302
other,OTHER_562,-1.1454491744410842
other,OTHER_563,-1.1125231275554708
other,OTHER_564,-1.1334108179352131
other,OTHER_565,-0.9408331307179133
other,OTHER_566,-0.9661942038647837
other,OTHER_567,-0.9802341640072805
other,OTHER_568,-1.3843955198060085
other,OTHER_569,-0.9967314388574352
other,OTHER_570,-0.8691229526116493
other,OTHER_571,-0.848506147075756
other,OTHER_572,-0.9180631663555838
other,OTHER_573,-1.0403666605974953
other,OTHER_574,-1.258839999050085
other,OTHER_575,-1.1563778813714722
other,OTHER_576,-0.8198984372419862
other,OTHER_577,-1.361390982673594
other,OTHER_578,-1.1652605090897719
other,OTHER_579,-1.0653251723123016
other,OTHER_580,-1.1581502623650102
other,OTHER_581,-0.9237966567545577
other,OTHER_582,-0.9229909971648498
other,OTHER_583,-1.2634105503765731
other,OTHER_584,-0.9740674304399044
other,OTHER_585,-0.8138445820628735
other,OTHER_586,-0.6600203398344817
other,OTHER_587,-1.0581113467465642
other,OTHER_588,-0.9278617649842045
other,OTHER_589,-1.4860061708014074
other,OTHER_590,-0.9681955582236443
other,OTHER_591,-1.0426329493616402
other,OTHER_592,-1.1422839322823999
other,OTHER_593,-1.0043776942595273
other,OTHER_594,-1.133361209419971
other,OTHER_595,-1.0151444125984137
other,OTHER_596,-1.0575724391564825
other,OTHER_597,-0.861350348803524
other,OTHER_598,-0.8979515520541897
other,OTHER_599,-1.0710625364759143
other,OTHER_600,-1.106983227065081
other,OTHER_601,-1.523477496591279
other,OTHER_602,-0.8262369631458409
other,OTHER_603,-1.1088237190847805
other,OTHER_604,-1.253054153002195
other,OTHER_605,-1.2394846568629894
other,OTHER_606,-0.8282316023915702
other,OTHER_607,-1.4527764956558753
other,OTHER_608,-0.9199526212355094
other,OTHER_609,-0.6902938813323647
other,OTHER_610,-0.835471828716933
other,OTHER_611,-0.9563225152685635
other,OTHER_612,-0.9804951865509053
other,OTHER_613,-0.9665322702113516
other,OTHER_614,-1.1416744320859635
other,OTHER_615,-0.8139106306433423
other,OTHER_616,-1.0535491772210783
other,OTHER_617,-1.2022172557724478
other,OTHER_618,-1.0862967597910913
other,OTHER_619,-0.8233328179140474
other,OTHER_620,-0.9213950313981671
other,OTHER_621,-0.7381423132101743
other,OTHER_622,-1.0264977581104666
other,OTHER_623,-1.033540895641381
other,OTHER_624,-1.001588793540842
other,OTHER_625,-0.8886669956771374
other,OTHER_626,-1.1934011986988677
other,OTHER_627,-1.3006787165968716
other,OTHER_628,-1.1395945517236605
other,OTHER_629,-0.9036693749805174
other,OTHER_630,-1.054648986817953
other,OTHER_631,-1.2710295632607713
other,OTHER_632,-0.9209078335139504
other,OTHER_633,-1.315435938317211
other,OTHER_634,-1.2250373561268797
other,OTHER_635,-1.0462857256840057
other,OTHER_636,-0.999459314571281
other,OTHER_637,-1.1164001496368032
other,OTHER_638,-1.0211923964031044
other,OTHER_639,-1.1452614309847782
other,OTHER_640,-1.2866474317931558
other,OTHER_641,-0.9498830070018895
other,OTHER_642,-1.2179924123354886
other,OTHER_643,-1.1422186808420596
other,OTHER_644,-0.9998067422829053
other,OTHER_645,-0.9287757222979897
other,OTHER_646,-1.3252599632794038
other,OTHER_647,-1.125866036500617
other,OTHER_648,-0.8641073777220399
other,OTHER_649,-1.2576600522375143
other,OTHER_650,-1.2476602420581646
other,OTHER_651,-0.8809835887882329
other,OTHER_652,-0.6241317110126104
other,OTHER_653,-0.6329321083231494
other,OTHER_654,-1.1590370010399158
other,OTHER_655,-1.2018323794996484
other,OTHER_656,-1.0699475460684407
other,OTHER_657,-0.9611132319463432
other,OTHER_658,-1.396199216946077
other,OTHER_659,-1.2866296021756072
other,OTHER_660,-0.8721264171650013
other,OTHER_661,-1.0590232770708445
other,OTHER_662,-0.945218378299482
other,OTHER_663,-1.0508127613023561
other,OTHER_664,-1.0711820739066695
other,OTHER_665,-1.1648071734407772
other,OTHER_666,-1.125072855786026
other,OTHER_667,-1.090992989054163
other,OTHER_668,-0.8105031485228164
other,OTHER_669,-1.1004203670412258
other,OTHER_670,-0.93503106783012
other,OTHER_671,-1.1799648336183703
other,OTHER_672,-0.8318438043174907
other,OTHER_673,-1.0213564212677853
other,OTHER_674,-1.3893824113241007
other,OTHER_675,-0.7775729270647302
other,OTHER_676,-1.0341626377002204
other,OTHER_677,-1.1920863123628307
other,OTHER_678,-0.9615405832607032
other,OTHER_679,-1.0938787952978823
other,OTHER_680,-0.8398768274614683
other,OTHER_681,-1.0539838047046994
other,OTHER_682,-1.4578296084093219
other,OTHER_683,-0.9960822435662319
other,OTHER_684,-1.3379472930097995
other,OTHER_685,-1.0912125802207604
other,OTHER_686,-1.2031451412990486
other,OTHER_687,-0.8606747847048086
other,OTHER_688,-1.3696975564820522
other,OTHER_689,-1.1286707704023544
other,OTHER_690,-0.996745886271231
other,OTHER_691,-0.8863099530398943
other,OTHER_692,-1.1024102528769677
other,OTHER_693,-0.7542776636842796
other,OTHER_694,-1.1366590931968201
other,OTHER_695,-1.3778706428849814
other,OTHER_696,-0.9396131276967704
other,OTHER_697,-1.0965525441261694
other,OTHER_698,-1.5995205631173848
other,OTHER_699,-0.7969278171696523
